dm_a3e2bfa3	STS	STS-WTP671206-004(214)	AW086-PL-บ้านหนองหัวช้าง ม.3 ต.กลางหมื่น อ.เมืองกาฬสินธุ์ จ.กาฬสินธุ์	Close			2024-10-18	10			596440	0.15	THB	2024-10-11		596440			AW086	AW086-PL-บ้านหนองหัวช้าง ม.3 ต.กลางหมื่น อ.เมืองกาฬสินธุ์ จ.กาฬสินธุ์	STS โอนสิทธิ์ - มูลค่าสัญญา 5964000
dm_dcd0e155	STS	STS-WTP680219-001	ม.8 ต.วังเย็น อ.แปลงยาว จ.ฉะเชิงเทรา	Close			2025-05-19				540000	0.15	THB	2024-10-11		540000			0	ม.8 ต.วังเย็น อ.แปลงยาว จ.ฉะเชิงเทรา	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_3d0a3bef	STS	STS-WTP671129-007(204)	STR014-PL-บ้านวไลย ม.1 ต.หนองพลับ อ.หัวหิน จ.ประจวบคีรีขันธ์	Close			2024-10-18	19			540000	0.15	THB	2024-10-15		540000			STR014	STR014-PL-บ้านวไลย ม.1 ต.หนองพลับ อ.หัวหิน จ.ประจวบคีรีขันธ์	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_c30874cb	STS	STS-WTP671218-002(230)	STR044-PDH-ม.8 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี	Close			2024-11-29				130000	0.15	THB	2024-10-15		130000			STR044	STR044-PDH-ม.8 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี	STS โอนสิทธิ์ - มูลค่าสัญญา 1300000
dm_02ad1e27	STS	STS-WTP671129-001(198)	STR045-PDH-ม.9 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี	Close			2024-11-29				130000	0.15	THB	2024-10-15		130000			STR045	STR045-PDH-ม.9 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี	STS โอนสิทธิ์ - มูลค่าสัญญา 1300000
dm_f8244b8c	STS	STS-WTP671017-003(171)	AW101-PL-บ้านชำฆ้อ ม.3 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง	Close			2024-10-28	4			539032.085	0.15	THB	2024-10-16		539032.085			AW101	AW101-PL-บ้านชำฆ้อ ม.3 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง	STS โอนสิทธิ์ - มูลค่าสัญญา 5390320.85
dm_9b941f74	STS	STS-WTP671017-004(172)	AW102-PL-บ้านสวนขนุน ม.5 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง	Close			2024-10-28	5			539032.085	0.15	THB	2024-10-22		539032.085			AW102	AW102-PL-บ้านสวนขนุน ม.5 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง	STS โอนสิทธิ์ - มูลค่าสัญญา 5390320.85
dm_b6be040f	STS	STS-WTP671017-005(173)	AW129-PL-บ้านโป่งสะท้อน ม.6 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง	Close			2024-11-27	6			539032.085	0.15	THB	2024-10-22		539032.085			AW129	AW129-PL-บ้านโป่งสะท้อน ม.6 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง	STS โอนสิทธิ์ - มูลค่าสัญญา 5390320.85
dm_d9230dc1	STS	STS-	รอโครงการใหม่	Close							566500	0.15	THB	2024-10-18		566500				รอโครงการใหม่	STS โอนสิทธิ์ - มูลค่าสัญญา 5665000
dm_fa4b6168	STS	STS-WTP671129-004(201)	AW114-PLS-บ้านแกเปะน้อย ม.10 ต.เชียงเครือ อ.เมืองกาฬสินธุ์ จ.กาฬสินธุ์	Close			2024-11-06				540000	0.15	THB	2024-10-18		540000			AW114	AW114-PLS-บ้านแกเปะน้อย ม.10 ต.เชียงเครือ อ.เมืองกาฬสินธุ์ จ.กาฬสินธุ์	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_1c113526	STS	STS-	รอโครงการใหม่	Close							540000	0.15	THB	2024-10-18		540000				รอโครงการใหม่	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_0c346d06	STS	STS-WTP680219-001	บ้านหนองไฮ ม.5 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี	Active							540000	0.15	THB	2024-10-18		540000				บ้านหนองไฮ ม.5 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_0bc47a65	STS	STS-WTP680219-001	บ้านปง ม.8 ต.ออนใต้ อ.สันกำแพง จ.เชียงใหม่	Active							540000	0.15	THB	2024-10-18		540000				บ้านปง ม.8 ต.ออนใต้ อ.สันกำแพง จ.เชียงใหม่	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_4fade4de	STS	STS-WTP671031-004(187) /  STS-WTP671128-010(197)	AW100-PL-ม.2 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง	Close			2024-10-28	11			539032.085	0.15	THB	2024-10-25		539032.085			AW100	AW100-PL-ม.2 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง	STS โอนสิทธิ์ - มูลค่าสัญญา 5390320.85
dm_a1fd2df2	STS	STS-WTP671206-005(215)	AW066-PL-บ้านสมศักดิ์พัฒนา ม.2 ต.ผาขาว อ.ผาขาว จ.เลย	Close			2024-10-07	20			540000	0.15	THB	2024-10-25		540000			AW066	AW066-PL-บ้านสมศักดิ์พัฒนา ม.2 ต.ผาขาว อ.ผาขาว จ.เลย	STS โอนสิทธิ์ - มูลค่าสัญญา 5381567.87
dm_928676e1	STS	STS-WTP671206-006(216)	AW067-PL-บ้านห้วยลาดเหนือ ม.11 ต.ผาขาว อ.ผาขาว จ.เลย	Close			2024-10-07	21			540000	0.15	THB	2024-10-25		540000			AW067	AW067-PL-บ้านห้วยลาดเหนือ ม.11 ต.ผาขาว อ.ผาขาว จ.เลย	STS โอนสิทธิ์ - มูลค่าสัญญา 5381567.87
dm_568bca42	STS	STS-WTP671128-009(196)	AW098-PLS-บ้านหัวดง ม.12 ต.ศรีสว่าง อ.โพนทราย จ.ร้อยเอ็ด	Close			2024-10-28	22			540000	0.15	THB	2024-10-29		540000			AW098	AW098-PLS-บ้านหัวดง ม.12 ต.ศรีสว่าง อ.โพนทราย จ.ร้อยเอ็ด	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_e1f26cc4	STS	STS-WTP671030-007(182)	STR013-PMS-บ้านหนองหอย ม.10 ต.หนองพลับ อ.หัวหิน จ.ประจวบคีรีขันธ์	Close			2024-10-18	23			361800	0.15	THB	2024-10-30		361800			STR013	STR013-PMS-บ้านหนองหอย ม.10 ต.หนองพลับ อ.หัวหิน จ.ประจวบคีรีขันธ์	STS โอนสิทธิ์ - มูลค่าสัญญา 3618000
dm_732138de	STS	STS-WTP671206-007(217)	AW084-PL-บ้านเมืองพลับพลา ม.1 ต.เมืองพลับพลา อ.ห้วยแถลง จ.นครราชสีมา	Close			2024-10-18	24			540000	0.15	THB	2024-10-30		540000			AW084	AW084-PL-บ้านเมืองพลับพลา ม.1 ต.เมืองพลับพลา อ.ห้วยแถลง จ.นครราชสีมา	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_f99c7eff	STS	STS-WTP671206-008(218)	AW090-PL-บ้านหนองนา ม.8 ต.งิ้ว อ.ห้วยแถลง จ.นครราชสีมา	Close			2024-10-21	25			540000	0.15	THB	2024-10-30		540000			AW090	AW090-PL-บ้านหนองนา ม.8 ต.งิ้ว อ.ห้วยแถลง จ.นครราชสีมา	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_f6381dcf	STS	STS-WTP671128-002(189)	AW085-PL-บ้านบางสาว ม.2 ต.เขาวง อ.บ้านตาขุน จ.สุราษฎร์ธานี	Close			2024-10-18	10			540000	0.15	THB	2024-10-30		540000			AW085	AW085-PL-บ้านบางสาว ม.2 ต.เขาวง อ.บ้านตาขุน จ.สุราษฎร์ธานี	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
