ev_e5ed077a	dm_de3efac7	STS-WTP680219-001-WCI	repayment	2025-09-26	2160000	คืน WCI งวด 1
ev_f4a2fb6b	dm_1aca897c	STS--WCI	drawdown	2025-03-07	660000	WCI ครั้งที่ 2
ev_a452c455	dm_49968b15	STS-WTP680219-001-WCI	repayment	2025-09-26	2160000	คืน WCI งวด 1
ev_8b57d4ef	dm_a473d31e	STS--WCI	drawdown	2025-03-07	886943.32	WCI ครั้งที่ 2
ev_0e6a5152	dm_74803026	STS-WTP680219-001-WCI	repayment	2025-12-24	2160000	คืน WCI งวด 1
ev_203b1a95	dm_9ec35c00	STS-WTP680219-001-WCI	drawdown	2025-03-14	120000	WCI ครั้งที่ 2
ev_c4eea2fd	dm_9ec35c00	STS-WTP680219-001-WCI	repayment	2025-08-22	864000	คืน WCI งวด 1
ev_7d188c36	dm_9ec35c00	STS-WTP680219-001-WCI	repayment	2026-01-19	1296000	คืน WCI งวด 2
ev_67555a88	dm_6eb39de7	STS--WCI	repayment	2025-09-15	864000	คืน WCI งวด 1
ev_ba8278de	dm_6eb39de7	STS--WCI	repayment	2025-11-07	1296000	คืน WCI งวด 2
ev_32d5d261	dm_2e75d696	STS--WCI	repayment	2025-09-05	1728000	คืน WCI งวด 1
ev_304e291b	dm_2e75d696	STS--WCI	repayment	2025-10-06	432000	คืน WCI งวด 2
ev_beda31b4	dm_4eed0e80	STS--WCI	repayment	2025-08-22	864000	คืน WCI งวด 1
ev_2c26226d	dm_4eed0e80	STS--WCI	repayment	2025-11-11	1296000	คืน WCI งวด 2
ev_2799ffb1	dm_fb1676b4	STS--WCI	repayment	2025-09-12	2160000	คืน WCI งวด 1
ev_65692f06	dm_17d2ef77	STS--WCI	repayment	2025-07-29	720000	คืน WCI งวด 1
ev_e375c916	dm_17d2ef77	STS--WCI	repayment	2025-09-23	1080000	คืน WCI งวด 2
ev_8824dbb4	dm_0634074f	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_b2296210	dm_eabf97bc	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_182ddd85	dm_6cf96dbd	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_4c9c1230	dm_aba35b36	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_02fc5332	dm_dc266421	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_586b5f58	dm_0f4733e3	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_3b8f0bae	dm_b962a2ba	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_5964da60	dm_2f5662fd	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_63beb8ca	dm_816718a7	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_8bf8d2d2	dm_23a47a9f	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_6bd1850a	dm_6e755c65	STS--WCI	repayment	2025-08-21	520000	คืน WCI งวด 1
ev_7b86ffd1	dm_9fc2dec4	STS--WCI	repayment	2025-09-24	440000	คืน WCI งวด 1
ev_b43554b5	dm_770e9ba1	STS--WCI	repayment	2025-09-05	440000	คืน WCI งวด 1
ev_4129a362	dm_61e0b30c	STS--WCI	drawdown	2025-06-27	160000	WCI ครั้งที่ 2
